1,1233,1233
2,1161,2394
3,1153,3547
4,1142,4689
5,1151,5840
6,1141,6981
7,1097,8078
8,1139,9217
9,1151,10368
10,1141,11509
11,1143,12652
12,1148,13800
13,1114,14914
14,1157,16071
15,1131,17202
16,1132,18334
17,1144,19478
18,1135,20613
19,1124,21737
20,1138,22875
21,1135,24010
22,1133,25143
23,1149,26292
24,1132,27424
25,1187,28611
26,1141,29752
27,1150,30902
28,1152,32054
29,1145,33199
30,1149,34348
31,1151,35499
32,1151,36650
33,1145,37795
34,1141,38936
35,1133,40069
36,1141,41210
37,1129,42339
38,1140,43479
39,1143,44622
40,1136,45758
41,1144,46902
42,1138,48040
43,1148,49188
44,1131,50319
45,1125,51444
46,1134,52578
47,1143,53721
48,1128,54849
49,1143,55992
50,1140,57132
51,1131,58263
52,1135,59398
53,1143,60541
54,1211,61752
55,1160,62912
56,1139,64051
57,1134,65185
58,1146,66331
59,1155,67486
60,1124,68610
61,1112,69722
62,1115,70837
63,1133,71970
64,1114,73084
65,1145,74229
66,1135,75364
67,1139,76503
68,1132,77635
69,1142,78777
70,1132,79909
71,1155,81064
72,1150,82214
73,1142,83356
74,1145,84501
75,1139,85640
76,1135,86775
77,1139,87914
78,1183,89097
79,1131,90228
80,1132,91360
81,1130,92490
82,1136,93626
83,1131,94757
84,1155,95912
85,1146,97058
86,1132,98190
87,1133,99323
88,1130,100453
89,1146,101599
90,1134,102733
91,1152,103885
92,1136,105021
93,1155,106176
94,1130,107306
95,1116,108422
96,1146,109568
97,1140,110708
98,1143,111851
99,1142,112993
100,1130,114123
