1,33098,33098
2,43598,76696
3,33870,110566
4,37746,148312
5,33691,182003
6,54516,236519
7,44071,280590
8,38334,318924
9,34106,353030
10,43825,396855
11,43652,440507
12,32679,473186
13,42041,515227
14,32463,547690
15,43843,591533
16,32705,624238
17,32314,656552
18,34859,691411
19,32829,724240
20,35776,760016
21,33770,793786
22,44223,838009
23,39789,877798
24,32320,910118
25,41167,951285
26,32522,983807
27,56485,1040292
28,33852,1074144
29,34131,1108275
30,42207,1150482
31,32366,1182848
32,32579,1215427
33,35759,1251186
34,34287,1285473
35,41169,1326642
36,32497,1359139
37,32456,1391595
38,43837,1435432
39,43939,1479371
40,32204,1511575
41,55205,1566780
42,44033,1610813
43,35016,1645829
44,42586,1688415
45,35875,1724290
46,40353,1764643
47,35763,1800406
48,32287,1832693
49,32472,1865165
50,36246,1901411
51,36011,1937422
52,42897,1980319
53,32302,2012621
54,32444,2045065
55,32300,2077365
56,44584,2121949
57,32171,2154120
58,32662,2186782
59,32168,2218950
60,32453,2251403
61,32323,2283726
62,35657,2319383
63,36291,2355674
64,32427,2388101
65,33199,2421300
66,32676,2453976
67,32150,2486126
68,32524,2518650
69,32375,2551025
70,32445,2583470
71,56153,2639623
72,43952,2683575
73,32140,2715715
74,32460,2748175
75,36205,2784380
76,36685,2821065
77,32309,2853374
78,32515,2885889
79,33689,2919578
80,33795,2953373
81,35636,2989009
82,32381,3021390
83,33733,3055123
84,34102,3089225
85,52048,3141273
86,33693,3174966
87,33585,3208551
88,33464,3242015
89,32792,3274807
90,32366,3307173
91,32436,3339609
92,33987,3373596
93,33643,3407239
94,32693,3439932
95,33345,3473277
96,34568,3507845
97,33779,3541624
98,33325,3574949
99,43867,3618816
100,44841,3663657
