1,62779,62779
2,62750,125529
3,62832,188361
4,62760,251121
5,62802,313923
6,62795,376718
7,62825,439543
8,62752,502295
9,62864,565159
10,62783,627942
11,62772,690714
12,62782,753496
13,62797,816293
14,62774,879067
15,62768,941835
16,62758,1004593
17,62830,1067423
18,62793,1130216
19,62759,1192975
20,62767,1255742
21,62770,1318512
22,62716,1381228
23,62763,1443991
24,62810,1506801
25,62761,1569562
26,62752,1632314
27,62772,1695086
28,62764,1757850
29,62774,1820624
30,62769,1883393
31,62771,1946164
32,62729,2008893
33,62762,2071655
34,62776,2134431
35,62763,2197194
36,62764,2259958
37,62756,2322714
38,62791,2385505
39,62755,2448260
40,62867,2511127
41,62751,2573878
42,62804,2636682
43,62763,2699445
44,62811,2762256
45,62750,2825006
46,62741,2887747
47,62889,2950636
48,62757,3013393
49,62737,3076130
50,62828,3138958
51,62809,3201767
52,62776,3264543
53,62757,3327300
54,62798,3390098
55,62767,3452865
56,62754,3515619
57,62758,3578377
58,62798,3641175
59,62790,3703965
60,62770,3766735
61,62769,3829504
62,62754,3892258
63,62735,3954993
64,62791,4017784
65,62860,4080644
66,63014,4143658
67,62851,4206509
68,62751,4269260
69,62853,4332113
70,62781,4394894
71,62964,4457858
72,62789,4520647
73,62967,4583614
74,62857,4646471
75,62759,4709230
76,63006,4772236
77,62853,4835089
78,62790,4897879
79,62776,4960655
80,62784,5023439
81,62826,5086265
82,62844,5149109
83,62967,5212076
84,62771,5274847
85,62781,5337628
86,62991,5400619
87,62886,5463505
88,62842,5526347
89,62775,5589122
90,62725,5651847
91,62768,5714615
92,62883,5777498
93,62935,5840433
94,62967,5903400
95,62724,5966124
96,62968,6029092
97,62862,6091954
98,62764,6154718
99,62764,6217482
100,62919,6280401
