1,7445,7445
2,6274,13719
3,6478,20197
4,4036,24233
5,4504,28737
6,3986,32723
7,5569,38292
8,4463,42755
9,4749,47504
10,5417,52921
11,4506,57427
12,6454,63881
13,10605,74486
14,6385,80871
15,5835,86706
16,6290,92996
17,6022,99018
18,7520,106538
19,6437,112975
20,6424,119399
21,4475,123874
22,7251,131125
23,4869,135994
24,7846,143840
25,6069,149909
26,6637,156546
27,6226,162772
28,6579,169351
29,6363,175714
30,6323,182037
31,6922,188959
32,6418,195377
33,7971,203348
34,8056,211404
35,4617,216021
36,5784,221805
37,7585,229390
38,5332,234722
39,4769,239491
40,7452,246943
41,5978,252921
42,5407,258328
43,5867,264195
44,5166,269361
45,7165,276526
46,5850,282376
47,5575,287951
48,5724,293675
49,6659,300334
50,6397,306731
51,9221,315952
52,5809,321761
53,7245,329006
54,5116,334122
55,5421,339543
56,7268,346811
57,4931,351742
58,8415,360157
59,5798,365955
60,6379,372334
61,7875,380209
62,6384,386593
63,5769,392362
64,6375,398737
65,6310,405047
66,5314,410361
67,9277,419638
68,5974,425612
69,6023,431635
70,4796,436431
71,5708,442139
72,5438,447577
73,5800,453377
74,4332,457709
75,7141,464850
76,4404,469254
77,6405,475659
78,6398,482057
79,7512,489569
80,6341,495910
81,6419,502329
82,6440,508769
83,5844,514613
84,4675,519288
85,6325,525613
86,4973,530586
87,7580,538166
88,6490,544656
89,6361,551017
90,6318,557335
91,5827,563162
92,5768,568930
93,6356,575286
94,6762,582048
95,8514,590562
96,7971,598533
97,7282,605815
98,12247,618062
99,5099,623161
100,4378,627539
