1,19375,19375
2,40575,59950
3,42657,102607
4,31767,134374
5,21119,155493
6,41296,196789
7,42238,239027
8,34281,273308
9,34157,307465
10,29513,336978
11,29913,366891
12,19907,386798
13,22528,409326
14,34863,444189
15,18920,463109
16,29897,493006
17,42549,535555
18,31610,567165
19,30592,597757
20,28693,626450
21,20350,646800
22,31124,677924
23,33421,711345
24,19564,730909
25,26516,757425
26,26810,784235
27,29278,813513
28,20812,834325
29,20205,854530
30,17451,871981
31,18934,890915
32,33561,924476
33,24542,949018
34,26202,975220
35,29226,1004446
36,34321,1038767
37,20092,1058859
38,19296,1078155
39,28456,1106611
40,39140,1145751
41,28400,1174151
42,28717,1202868
43,29837,1232705
44,29873,1262578
45,30296,1292874
46,24218,1317092
47,27090,1344182
48,29544,1373726
49,25070,1398796
50,34381,1433177
51,31117,1464294
52,23074,1487368
53,25344,1512712
54,20095,1532807
55,19280,1552087
56,27068,1579155
57,35041,1614196
58,17590,1631786
59,42820,1674606
60,30285,1704891
61,17672,1722563
62,17643,1740206
63,27542,1767748
64,32310,1800058
65,27770,1827828
66,33899,1861727
67,29311,1891038
68,33294,1924332
69,33885,1958217
70,24545,1982762
71,29730,2012492
72,31176,2043668
73,23442,2067110
74,28643,2095753
75,32695,2128448
76,23884,2152332
77,17195,2169527
78,17508,2187035
79,25648,2212683
80,24115,2236798
81,26157,2262955
82,34423,2297378
83,28770,2326148
84,32062,2358210
85,25223,2383433
86,17675,2401108
87,33137,2434245
88,39063,2473308
89,36920,2510228
90,27876,2538104
91,42463,2580567
92,31571,2612138
93,36951,2649089
94,17595,2666684
95,34258,2700942
96,17604,2718546
97,17690,2736236
98,38694,2774930
99,34848,2809778
100,35290,2845068
